"Saturday, March 1, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
09:00:00,0,14,21,0,6,9,0,0,28,3,0,0,6,3,0,0,,
10:00:00,0,6,6,0,8,15,0,2,25,3,0,0,4,4,0,0,,
11:00:00,0,18,19,0,2,20,0,0,28,8,0,0,5,2,0,0,,
12:00:00,0,30,30,0,6,16,0,2,12,4,0,0,4,2,0,0,,
13:00:00,0,15,15,0,5,13,0,2,25,2,0,0,3,4,0,0,,
14:00:00,0,10,11,0,5,14,0,2,27,3,0,0,4,2,0,0,,
15:00:00,0,12,13,0,4,8,0,1,30,4,0,0,3,4,0,0,,
16:00:00,0,4,7,0,1,15,0,1,27,3,0,0,2,0,0,0,,
17:00:00,0,9,10,0,1,11,0,0,5,0,0,0,2,0,0,0,,
18:00:00,0,16,21,0,2,3,0,0,2,0,0,0,3,0,0,0,,
19:00:00,0,5,5,0,1,7,0,0,6,0,0,0,1,0,0,0,,
20:00:00,0,5,8,0,2,0,0,0,0,0,0,0,2,0,0,0,,
21:00:00,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,
22:00:00,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,,
23:00:00,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,
"Saturday, March 19, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
01:00:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
02:00:00,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,
03:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04:00:00,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,,
05:00:00,0,17,17,0,1,0,0,0,0,1,0,0,2,0,0,0,,
06:00:00,0,25,22,0,7,0,0,0,0,0,0,0,3,0,0,0,,
07:00:00,0,32,32,0,7,28,0,0,8,0,0,0,5,0,0,0,,
08:00:00,0,16,20,1,6,6,0,1,23,5,0,0,4,2,0,0,,
09:00:00,0,7,12,0,4,4,0,1,31,4,0,0,4,4,0,0,,
10:00:00,0,10,16,0,1,4,0,3,24,4,0,0,5,1,0,0,,
11:00:00,0,9,15,0,5,8,0,1,23,3,0,0,5,2,1,0,,
12:00:00,0,23,27,0,10,4,0,3,16,8,0,0,4,1,0,0,,
13:00:00,0,12,22,0,4,2,0,0,35,6,0,0,7,1,0,0,,
14:00:00,0,14,10,0,3,5,0,0,27,4,0,0,7,3,0,1,,
15:00:00,0,5,11,0,2,2,0,1,28,3,0,0,3,3,0,0,,
16:00:00,0,4,2,1,1,1,0,0,26,1,0,0,5,1,0,0,,
17:00:00,0,5,6,0,1,1,0,0,0,0,0,0,2,0,0,0,,
18:00:00,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,,
19:00:00,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,,
20:00:00,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,
21:00:00,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,,
22:00:00,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
"Saturday, March 20, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 21, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 22, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 23, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 24, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 25, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 26, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 27, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 28, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 29, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 30, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
"Saturday, March 31, 2025",Mcl,Car,LGV,Bus,R2X,R3X,R4+X,A4-X,A5X,A6+X,AT5-X,AT6X,AT7+X,UC,CarLGV+T,Rigid+T,,
00:00:00,,,,,,,,,,,,,,,,,,
01:00:00,,,,,,,,,,,,,,,,,,
02:00:00,,,,,,,,,,,,,,,,,,
03:00:00,,,,,,,,,,,,,,,,,,
04:00:00,,,,,,,,,,,,,,,,,,
05:00:00,,,,,,,,,,,,,,,,,,
06:00:00,,,,,,,,,,,,,,,,,,
07:00:00,,,,,,,,,,,,,,,,,,
08:00:00,,,,,,,,,,,,,,,,,,
09:00:00,,,,,,,,,,,,,,,,,,
10:00:00,,,,,,,,,,,,,,,,,,
11:00:00,,,,,,,,,,,,,,,,,,
12:00:00,,,,,,,,,,,,,,,,,,
13:00:00,,,,,,,,,,,,,,,,,,
14:00:00,,,,,,,,,,,,,,,,,,
15:00:00,,,,,,,,,,,,,,,,,,
16:00:00,,,,,,,,,,,,,,,,,,
17:00:00,,,,,,,,,,,,,,,,,,
18:00:00,,,,,,,,,,,,,,,,,,
19:00:00,,,,,,,,,,,,,,,,,,
20:00:00,,,,,,,,,,,,,,,,,,
21:00:00,,,,,,,,,,,,,,,,,,
22:00:00,,,,,,,,,,,,,,,,,,
23:00:00,,,,,,,,,,,,,,,,,,
